Unnamed: 0,Unnamed: 0.1.1,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Diff_Prx,Pressure_tmp
4284,4284,26/1/2021,11:25:30:227,282.21,31.53,423.82,0.555,941.897,435.29697772254997,281.81
4285,4285,26/1/2021,11:25:30:336,280.31,31.59,448.62,0.5539999999999999,941.747,435.2651749368589,281.81
4286,4286,26/1/2021,11:25:30:446,280.31,31.51,447.32,0.5539999999999999,941.747,435.2315359581363,280.81
4287,4287,26/1/2021,11:25:30:555,280.31,31.49,447.02,0.5539999999999999,941.747,435.1960710447443,280.31
4288,4288,26/1/2021,11:25:30:664,280.31,31.53,445.52,0.5539999999999999,941.747,435.15879822916224,280.81
4289,4289,26/1/2021,11:25:30:774,280.31,31.47,430.82,0.5539999999999999,941.747,435.11974321263153,281.81
4290,4290,26/1/2021,11:25:30:899,280.31,31.49,444.92,0.5539999999999999,941.747,435.07893685385284,280.31
4291,4291,26/1/2021,11:25:30:992,280.31,31.55,427.82,0.555,941.747,435.0364127041324,280.31
4292,4292,26/1/2021,11:25:31:148,280.31,31.53,438.22,0.5539999999999999,941.747,434.992205514823,279.81
4293,4293,26/1/2021,11:25:31:211,280.31,31.51,422.92,0.5539999999999999,941.747,434.9463497053598,280.31
4294,4294,26/1/2021,11:25:31:321,280.81,31.55,426.92,0.5539999999999999,941.747,434.8988771776298,280.31
4295,4295,26/1/2021,11:25:31:430,280.81,31.53,418.32,0.5539999999999999,941.897,434.8498146437609,280.31
4296,4296,26/1/2021,11:25:31:539,280.81,31.57,445.22,0.5539999999999999,941.747,434.79918211128455,280.31
4297,4297,26/1/2021,11:25:31:649,280.81,31.51,444.02,0.5539999999999999,941.747,434.746995425196,283.71
4298,4298,26/1/2021,11:25:31:758,280.81,31.59,430.52,0.5539999999999999,941.747,434.69327139454435,280.31
4299,4299,26/1/2021,11:25:31:898,281.31,31.55,443.12,0.555,941.747,434.63803010641436,280.31
4300,4300,26/1/2021,11:25:31:977,280.31,31.53,440.32,0.555,941.747,434.5812944543848,280.31
4301,4301,26/1/2021,11:25:32:86,280.31,31.47,428.42,0.555,941.747,434.52309005649767,280.81
4302,4302,26/1/2021,11:25:32:195,280.31,31.55,443.72,0.5539999999999999,941.747,434.4634447452426,280.81
4303,4303,26/1/2021,11:25:32:305,280.31,31.57,425.42,0.5539999999999999,941.747,434.4023873856575,280.31
4304,4304,26/1/2021,11:25:32:414,280.31,31.49,428.12,0.5539999999999999,941.747,434.33994660414055,280.31
4305,4305,26/1/2021,11:25:32:523,281.31,31.57,425.72,0.5539999999999999,941.747,434.2761484795067,280.81
4306,4306,26/1/2021,11:25:32:648,281.31,31.51,443.72,0.5539999999999999,941.747,434.2110150841306,280.31
4307,4307,26/1/2021,11:25:32:742,280.31,31.47,443.42,0.5539999999999999,941.747,434.1445667792193,280.31
4308,4308,26/1/2021,11:25:32:898,280.31,31.51,444.32,0.5539999999999999,941.747,434.07682681442424,280.81
4309,4309,26/1/2021,11:25:32:961,280.31,31.55,438.52,0.5539999999999999,941.747,434.007824338623,279.81
